issue_id,timestamp,category,description,latitude,longitude,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon,date,week
ISS_20250613033809_8669,2025-01-16 19:44:00,Digitalisierung,"Die Online-Terminvergabe für das Bürgerbüro funktioniert seit Wochen nicht richtig - ständig Fehlermeldungen und man kann keine Termine buchen. Für uns ältere Bürger ist das sehr frustrierend, wenn man dann extra ins Amt fahren muss.",52.09981043431572,13.204907009503616,Nuthe-Urstromtal,Gemeinde,Brandenburg,55-64,diverse,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,19,3,16,3,2025-01,1,False,False,False,False,2025-01-16,2025-01-13/2025-01-19
ISS_20250613033808_6976,2024-09-07 11:04:00,Gesundheit,"Die Wartezeit beim Hausarzt hier in Allstedt ist unmöglich - drei Wochen für einen normalen Termin! Als EU-Bürgerin verstehe ich nicht, warum die medizinische Versorgung so schlecht ist, besonders für junge Familien wie uns.",51.44006653668714,11.40708513743632,Allstedt,Stadt,Sachsen-Anhalt,25-34,female,migrant_eu,LAND_11_SM,Berlin - Ministerium für Soziales,Land,11,5,7,36,2024-09,3,True,True,True,False,2024-09-07,2024-09-02/2024-09-08
ISS_20250613033809_6457,2023-04-23 07:25:00,Sicherheit,"Am Bahnhof Saerbeck ist abends die Beleuchtung total schlecht und es hängen immer Jugendliche rum, die Leute anpöbeln. Letzte Woche wurde sogar jemand bedroht. Könnt ihr da nicht mehr Licht installieren oder öfter Streife fahren?",52.179879761274,7.637288835425407,Saerbeck,Gemeinde,Nordrhein-Westfalen,18-24,male,citizen,LAND_12_UM,Brandenburg - Ministerium für Umwelt,Land,7,6,23,16,2023-04,2,True,False,True,False,2023-04-23,2023-04-17/2023-04-23
ISS_20250613033808_9352,2024-03-30 11:10:00,Sicherheit,"Der Fußweg zur S-Bahn-Station ist abends völlig dunkel, weil mehrere Straßenlaternen kaputt sind. Als Pendler fühle ich mich dort sehr unsicher, besonders im Winter wenn es früh dunkel wird.",48.067201829715934,11.87746044549961,Kirchseeon,Gemeinde,Bayern,35-44,male,migrant_eu,LAND_11_IM,Berlin - Ministerium des Innern,Land,11,5,30,13,2024-03,1,True,True,True,False,2024-03-30,2024-03-25/2024-03-31
ISS_20250613033809_1895,2025-01-24 07:45:00,Gesundheit,"Die Wartezeit beim Hausarzt in Breesen ist unmöglich geworden - drei Wochen für einen normalen Termin! Als EU-Bürger habe ich das Recht auf angemessene medizinische Versorgung, aber hier muss man fast sterben, bevor man behandelt wird.",53.619155331995934,13.16169647894128,Breesen,Gemeinde,Mecklenburg-Vorpommern,35-44,male,migrant_eu,LAND_04_SM,Bremen - Ministerium für Soziales,Land,7,4,24,4,2025-01,1,False,False,True,False,2025-01-24,2025-01-20/2025-01-26
ISS_20250613033810_2838,2023-05-23 11:33:00,Bildung,"Die Schulbusse zur Grundschule kommen regelmäßig 15-20 Minuten zu spät, wodurch mein Sohn täglich den ersten Unterrichtsblock verpasst. Trotz mehrfacher Beschwerden bei der Gemeindeverwaltung hat sich nichts geändert - das kann so nicht weitergehen.",51.467117137914926,10.55063179134701,Lipprechterode,Gemeinde,Thüringen,25-34,female,citizen,LAND_13_BM,Mecklenburg-Vorpommern - Ministerium für Bildung,Land,11,1,23,21,2023-05,2,False,True,True,False,2023-05-23,2023-05-22/2023-05-28
ISS_20250613033810_7153,2024-02-28 15:36:00,Wirtschaft,"Die Geschäfte in der Innenstadt stehen leer und es gibt kaum noch Einkaufsmöglichkeiten für den täglichen Bedarf. Wann unternimmt die Stadt endlich etwas gegen das Ladensterben, damit wir nicht immer nach Paderborn fahren müssen?",51.78602198042656,9.344460813218134,Höxter,Stadt,Nordrhein-Westfalen,45-54,female,citizen,LAND_14_FM,Sachsen - Ministerium der Finanzen,Land,15,2,28,9,2024-02,1,False,True,False,True,2024-02-28,2024-02-26/2024-03-03
ISS_20250613033810_8677,2023-07-20 09:34:00,Wirtschaft,"Die Baustelle an der Rosenheimer Landstraße blockiert seit Monaten den Zugang zu den Geschäften im Ortszentrum. Viele kleine Läden verlieren Kunden und kämpfen ums Überleben, weil niemand mehr durchkommt.",48.06411094245421,11.665612632752444,Ottobrunn,Gemeinde,Bayern,55-64,male,citizen,LAND_13_FM,Mecklenburg-Vorpommern - Ministerium der Finanzen,Land,9,3,20,29,2023-07,3,False,True,True,False,2023-07-20,2023-07-17/2023-07-23
ISS_20250613033811_2251,2024-08-21 06:48:00,Digitalisierung,"Die Online-Terminbuchung für den Führerscheinumtausch funktioniert seit Wochen nicht richtig - die Seite lädt nicht oder stürzt ab. Als Nicht-EU-Bürger brauche ich dringend einen Termin, aber telefonisch ist niemand erreichbar.",54.420370371884665,12.514690878588764,Born a.Darß,Gemeinde,Mecklenburg-Vorpommern,45-54,male,migrant_non_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,6,2,21,34,2024-08,3,False,False,True,False,2024-08-21,2024-08-19/2024-08-25
ISS_20250613033813_6063,2024-06-28 13:59:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen wir völlig im Nassen. Außerdem kommt der Bus morgens oft 10-15 Minuten zu spät, wodurch ich regelmäßig zu spät zur Arbeit komme.",53.21678543133853,10.749074774518538,Dahlem,Gemeinde,Niedersachsen,25-34,female,migrant_eu,LAND_16_VM,Thüringen - Ministerium für Verkehr,Land,13,4,28,26,2024-06,2,False,True,False,True,2024-06-28,2024-06-24/2024-06-30
ISS_20250613033812_4910,2023-06-04 12:10:00,Verkehr,"Die Baustelle an der B176 bei Frohburg dauert schon drei Monate und die Umleitung durch die Innenstadt ist völlig überlastet. Täglich stehe ich eine halbe Stunde im Stau, wann wird das endlich fertig?",51.06112119477935,12.596517740466924,Frohburg,Stadt,Sachsen,25-34,male,citizen,LAND_08_VM,Baden-Württemberg - Ministerium für Verkehr,Land,12,6,4,22,2023-06,2,True,True,True,True,2023-06-04,2023-05-29/2023-06-04
ISS_20250613033811_6649,2025-01-12 10:56:00,Gesundheit,"Die Wartezeit für einen Termin beim Hausarzt in Bad Schussenried beträgt mittlerweile über vier Wochen. Als berufstätige Mutter ist es unmöglich, spontan einen Arzt zu finden, wenn mein Kind krank wird - das kann so nicht weitergehen.",48.00976628088959,9.654320427775732,Bad Schussenried,Stadt,Baden-Württemberg,35-44,female,citizen,LAND_01_GM,Schleswig-Holstein - Ministerium für Gesundheit,Land,10,6,12,2,2025-01,1,True,True,True,False,2025-01-12,2025-01-06/2025-01-12
ISS_20250613033812_7619,2025-01-04 07:43:00,Bildung,Die Schule meines Sohnes hat schon wieder zwei Tage wegen Heizungsausfall geschlossen. Das ist diesen Winter bereits das dritte Mal - so kann mein Kind nicht richtig lernen und ich muss ständig kurzfristig die Arbeit verlassen.,50.09600050392454,11.654089168123877,Marktschorgast,Gemeinde,Bayern,25-34,male,citizen,LAND_13_BM,Mecklenburg-Vorpommern - Ministerium für Bildung,Land,7,5,4,1,2025-01,1,True,False,True,False,2025-01-04,2024-12-30/2025-01-05
ISS_20250613033830_6153,2024-02-24 08:18:00,Gesundheit,"Die Wartezeit beim Hausarzt in Bad Driburg ist unmöglich geworden - drei Wochen für einen normalen Termin! Meine Kinder waren krank und ich musste ins teure Medizinische Versorgungszentrum fahren, weil kein Arzt hier Zeit hatte.",51.72152742001863,9.038467653837728,Bad Driburg,Stadt,Nordrhein-Westfalen,35-44,female,citizen,LAND_13_SM,Mecklenburg-Vorpommern - Ministerium für Soziales,Land,8,5,24,8,2024-02,1,True,True,True,False,2024-02-24,2024-02-19/2024-02-25
ISS_20250613033812_3735,2025-04-06 14:11:00,Sicherheit,"Der Fußweg zwischen Bahnhof und Wohngebiet ist abends völlig unbeleuchtete und ich fühle mich dort unsicher. Besonders nach Feierabend traue ich mich kaum noch zu Fuß nach Hause, weil es so dunkel ist.",50.01266353089871,8.785391902636285,Dietzenbach,Stadt,Hessen,25-34,male,migrant_non_eu,LAND_08_UM,Baden-Württemberg - Ministerium für Umwelt,Land,14,6,6,14,2025-04,2,True,True,False,True,2025-04-06,2025-03-31/2025-04-06
ISS_20250613033812_3680,2024-03-17 12:14:00,Digitalisierung,Das Online-Portal der Gemeinde ist eine Katastrophe - ständig Fehlermeldungen beim Antragsformular für den Personalausweis. Nach drei Versuchen muss ich doch wieder persönlich ins Amt. Warum funktioniert die Digitalisierung hier nicht richtig?,54.3091259115043,12.538693391245028,Saal,Gemeinde,Mecklenburg-Vorpommern,45-54,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,12,6,17,11,2024-03,1,True,True,True,True,2024-03-17,2024-03-11/2024-03-17
ISS_20250613033812_5562,2023-10-24 15:03:00,Bildung,"Die Turnhalle der Grundschule Bippen ist seit drei Monaten wegen Wasserschädens gesperrt. Mein Sohn und die anderen Kinder haben seitdem keinen Sportunterricht mehr, das kann doch nicht sein!",52.57358998757952,7.690784598000905,Bippen,Gemeinde,Niedersachsen,35-44,male,citizen,LAND_07_BM,Rheinland-Pfalz - Ministerium für Bildung,Land,15,1,24,43,2023-10,4,False,True,False,True,2023-10-24,2023-10-23/2023-10-29
ISS_20250613033812_2620,2024-04-18 22:30:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat seit Monaten kein Wartehäuschen mehr, und bei dem Wetter stehen wir im Regen. Besonders für ältere Leute ist das eine Zumutung - können Sie das bitte reparieren lassen?",53.218911622258325,12.765429403333098,Schwarz,Gemeinde,Mecklenburg-Vorpommern,45-54,female,citizen,LAND_14_VM,Sachsen - Ministerium für Verkehr,Land,22,3,18,16,2024-04,2,False,False,False,False,2024-04-18,2024-04-15/2024-04-21
ISS_20250613033813_6608,2023-01-02 13:31:00,Umwelt,"Die Mülleimer am Bahnhof in Goseck quellen seit Tagen über und der Gestank ist unerträglich. Außerdem liegt überall Müll rum, weil die Leute ihren Abfall einfach daneben werfen wenn die Tonnen voll sind.",51.21120352738589,11.86761417677092,Goseck,Gemeinde,Sachsen-Anhalt,18-24,female,citizen,LAND_10_UM,Saarland - Ministerium für Umwelt,Land,13,0,2,1,2023-01,1,False,True,False,True,2023-01-02,2023-01-02/2023-01-08
ISS_20250613033814_5232,2025-05-10 23:21:00,Verkehr,"Die Geschwindigkeitsbegrenzung auf der Lechfeldstraße wird ständig missachtet, besonders von Lkw-Fahrern. Als Anwohnerin fürchte ich um die Sicherheit der Kinder auf dem Schulweg und bitte um verstärkte Kontrollen oder einen Blitzer.",48.1665645392733,10.824740767618374,Untermeitingen,Gemeinde,Bayern,55-64,female,citizen,LAND_15_VM,Sachsen-Anhalt - Ministerium für Verkehr,Land,23,5,10,19,2025-05,2,True,False,False,False,2025-05-10,2025-05-05/2025-05-11
ISS_20250613033814_4686,2023-12-29 06:50:00,Umwelt,Die Grünabfälle am Waldrand hinter der Wohnstraße werden seit Monaten nicht abgeholt und beginnen zu verwesen. Der Gestank ist unerträglich und es sammeln sich Ungeziefer und Ratten dort. Bitte um schnelle Beseitigung durch die Stadtreinigung.,51.80255804640104,6.125115272911331,Kleve,Stadt,Nordrhein-Westfalen,55-64,male,citizen,LAND_09_UM,Bayern - Ministerium für Umwelt,Land,6,4,29,52,2023-12,4,False,False,True,False,2023-12-29,2023-12-25/2023-12-31
ISS_20250613033814_5848,2025-04-17 13:09:00,Verkehr,Die Baustelle an der Kölner Straße dauert schon seit Monaten und die Umleitung durch die Wohngebiete ist eine Katastrophe. Ständig stehen LKWs vor meiner Haustür und die Straße ist völlig kaputt gefahren - wann wird das endlich fertig?,50.82153147910742,7.142088285348724,Troisdorf,Stadt,Nordrhein-Westfalen,18-24,male,citizen,LAND_02_VM,Hamburg - Ministerium für Verkehr,Land,13,3,17,16,2025-04,2,False,True,False,True,2025-04-17,2025-04-14/2025-04-20
ISS_20250613033814_6713,2025-05-27 14:51:00,Umwelt,Die Mülleimer im Wald bei den Wanderwegen sind seit Wochen überfüllt und der Müll liegt überall verstreut. Wildtiere wühlen darin und es stinkt fürchterlich - das schadet unserem schönen Naturgebiet und den Touristen fällt das auch negativ auf.,49.35104675696211,7.912418535265923,Elmstein,Gemeinde,Rheinland-Pfalz,25-34,female,citizen,LAND_03_UM,Niedersachsen - Ministerium für Umwelt,Land,14,1,27,22,2025-05,2,False,True,False,True,2025-05-27,2025-05-26/2025-06-01
ISS_20250613033815_4030,2025-05-04 11:36:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden in Lage beträgt über vier Monate. Bei akuten Rückenproblemen ist das unzumutbar - es muss mehr Fachärzte in der Region geben oder bessere Terminvergabe organisiert werden.,51.98235955200921,8.777820716374842,Lage,Stadt,Nordrhein-Westfalen,25-34,male,citizen,LAND_15_GM,Sachsen-Anhalt - Ministerium für Gesundheit,Land,11,6,4,18,2025-05,2,True,True,True,False,2025-05-04,2025-04-28/2025-05-04
ISS_20250613033814_3838,2024-03-21 11:00:00,Gesundheit,"Die Wartezeit beim örtlichen Hausarzt beträgt mittlerweile über drei Wochen für einen normalen Termin. Für berufstätige Mütter wie mich ist das untragbar, besonders wenn die Kinder krank sind und schnell behandelt werden müssen.",52.644201164421546,10.462408582499856,Groß Oesingen,Gemeinde,Niedersachsen,35-44,female,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,11,3,21,12,2024-03,1,False,True,True,False,2024-03-21,2024-03-18/2024-03-24
ISS_20250613033815_8165,2024-04-05 05:27:00,Sicherheit,"Der Fußweg entlang der Twistetal-Radroute ist abends völlig unbeleuchtet und durch überhängende Äste kaum passierbar. Als Anwohner mache ich mir Sorgen um die Sicherheit von Fußgängern und Radfahrern, besonders in der dunklen Jahreszeit.",51.37069039539296,9.026639032647564,Bad Arolsen,Stadt,Hessen,45-54,male,citizen,LAND_04_IM,Bremen - Ministerium des Innern,Land,5,4,5,14,2024-04,2,False,False,False,False,2024-04-05,2024-04-01/2024-04-07
ISS_20250613033815_8676,2025-03-10 12:38:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Konradsreuth ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern junge Unternehmer ab und es entstehen keine neuen Arbeitsplätze für uns hier vor Ort.,50.25605037410836,11.838170788809853,Konradsreuth,Gemeinde,Bayern,25-34,male,citizen,LAND_05_MW,Nordrhein-Westfalen - Ministerium für Wirtschaft,Land,12,0,10,11,2025-03,1,False,True,True,True,2025-03-10,2025-03-10/2025-03-16
ISS_20250613033815_2095,2024-10-23 21:18:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Eicklingen ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,52.5464961481946,10.198360439363006,Eicklingen,Gemeinde,Niedersachsen,35-44,male,citizen,LAND_07_MW,Rheinland-Pfalz - Ministerium für Wirtschaft,Land,21,2,23,43,2024-10,4,False,False,False,False,2024-10-23,2024-10-21/2024-10-27
ISS_20250613033818_8961,2023-03-25 01:37:00,Umwelt,"Die Geruchsbelästigung durch die Papierfabrik ist in den letzten Wochen unerträglich geworden. Besonders abends können wir nicht mehr die Fenster öffnen, weil der beißende Gestank die ganze Wohnstraße verpestet.",53.09221314743649,14.20420304055523,Schwedt/Oder,Stadt,Brandenburg,45-54,male,citizen,LAND_04_MW,Bremen - Ministerium für Wirtschaft,Land,1,5,25,12,2023-03,1,True,False,False,False,2023-03-25,2023-03-20/2023-03-26
ISS_20250613033816_8686,2024-08-22 02:23:00,Sicherheit,"Die Straßenbeleuchtung in der Dorfstraße ist seit Wochen kaputt, wodurch der Weg abends völlig dunkel ist. Als Vater mache ich mir Sorgen um die Sicherheit meiner Kinder auf dem Schulweg und bitte um schnelle Reparatur.",54.31873219617224,12.67744784960118,Divitz-Spoldershagen,Gemeinde,Mecklenburg-Vorpommern,35-44,male,citizen,LAND_10_IM,Saarland - Ministerium des Innern,Land,2,3,22,34,2024-08,3,False,False,False,False,2024-08-22,2024-08-19/2024-08-25
ISS_20250613033815_3703,2023-01-18 00:12:00,Digitalisierung,"Das Online-Portal der Gemeinde ist ständig überlastet und stürzt ab, wenn man Anträge stellen will. Ich habe jetzt schon dreimal versucht, meinen Wohnsitz umzumelden, aber die Seite funktioniert einfach nicht richtig.",53.13913937079135,10.484392323245242,Bienenbüttel,Gemeinde,Niedersachsen,25-34,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,0,2,18,3,2023-01,1,False,False,False,False,2023-01-18,2023-01-16/2023-01-22
ISS_20250613033816_8136,2023-06-24 06:39:00,Gesundheit,"Die Wartezeit für einen Facharzttermin beim Orthopäden in Billerbeck beträgt über drei Monate. Meine Rückenschmerzen verschlimmern sich täglich, aber ich bekomme keinen zeitnahen Termin und muss nach Münster fahren.",51.98922463875919,7.314303642110191,Billerbeck,Stadt,Nordrhein-Westfalen,35-44,female,citizen,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,6,5,24,25,2023-06,2,True,False,True,False,2023-06-24,2023-06-19/2023-06-25
ISS_20250613033816_8207,2024-02-06 13:59:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Gabsheim ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,49.826312990399295,8.169198503138498,Gabsheim,Gemeinde,Rheinland-Pfalz,45-54,male,citizen,LAND_15_FM,Sachsen-Anhalt - Ministerium der Finanzen,Land,13,1,6,6,2024-02,1,False,True,False,True,2024-02-06,2024-02-05/2024-02-11
ISS_20250613033817_1420,2024-09-30 11:09:00,Sicherheit,Die Beleuchtung im Unterführungsbereich am Hauptbahnhof ist seit Wochen kaputt. Als ältere Frau traue ich mich abends nicht mehr durch diesen dunklen Tunnel - das ist ein Sicherheitsrisiko für alle Fußgänger.,51.43394565548803,7.0163067780982695,Essen,Stadt,Nordrhein-Westfalen,55-64,female,citizen,LAND_05_UM,Nordrhein-Westfalen - Ministerium für Umwelt,Land,11,0,30,40,2024-09,3,False,True,True,False,2024-09-30,2024-09-30/2024-10-06
ISS_20250613033817_9198,2024-05-25 23:30:00,Gesundheit,"Die Wartezeit beim Hausarzt hier in Wörth ist unmöglich geworden - drei Wochen für einen normalen Termin! Meine Tochter war krank und wir mussten ins Krankenhaus fahren, weil kein Arzt Zeit hatte.",49.78189174572185,9.140203336316212,Wörth a.Main,Stadt,Bayern,25-34,female,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,23,5,25,21,2024-05,2,True,False,False,False,2024-05-25,2024-05-20/2024-05-26
ISS_20250613033818_4393,2023-09-03 12:29:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Frau wartet in der Türkei und wir brauchen endlich eine klare Auskunft zum Stand des Verfahrens.,50.69684958547334,7.400035614799728,Buchholz (Westerwald),Gemeinde,Rheinland-Pfalz,25-34,male,citizen,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,12,6,3,35,2023-09,3,True,True,True,True,2023-09-03,2023-08-28/2023-09-03
ISS_20250613033817_2771,2024-08-24 13:27:00,Verkehr,Seit drei Wochen ist die Straßenbeleuchtung in der Kirchgasse komplett ausgefallen. Abends ist es dort stockfinster und besonders für ältere Bürger sehr gefährlich - letzte Woche ist bereits jemand gestürzt.,50.072329193328834,9.34187691068697,Heinrichsthal,Gemeinde,Bayern,45-54,male,citizen,LAND_06_VM,Hessen - Ministerium für Verkehr,Land,13,5,24,34,2024-08,3,True,True,False,True,2024-08-24,2024-08-19/2024-08-25
ISS_20250613033818_2389,2023-02-06 22:30:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man kann zwar Termine auswählen, aber bekommt keine Bestätigung. Muss ich wirklich extra nach Mainhardt fahren, nur um einen Termin zu vereinbaren?",49.08617650079015,9.571492567648145,Mainhardt,Gemeinde,Baden-Württemberg,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,22,0,6,6,2023-02,1,False,False,False,False,2023-02-06,2023-02-06/2023-02-12
ISS_20250613033818_3890,2023-09-23 12:28:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Laden dauert jetzt schon über zwei Monate. Ich verliere täglich Geld, weil ich nicht öffnen kann, während andere Städte das in wenigen Tagen schaffen.",52.32472993607255,14.49008975170433,Frankfurt (Oder),Stadt,Brandenburg,35-44,female,citizen,LAND_11_MW,Berlin - Ministerium für Wirtschaft,Land,12,5,23,38,2023-09,3,True,True,True,True,2023-09-23,2023-09-18/2023-09-24
ISS_20250613033818_8531,2023-04-18 10:44:00,Umwelt,"Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig, weil die Tonnen oft überfüllt sind und der Abholrhythmus nicht ausreicht. Dadurch wird viel Müll wild entsorgt und das Ortsbild leidet darunter.",50.51210463720024,7.458450171275499,Ehlscheid,Gemeinde,Rheinland-Pfalz,45-54,female,citizen,LAND_05_MW,Nordrhein-Westfalen - Ministerium für Wirtschaft,Land,10,1,18,16,2023-04,2,False,True,True,False,2023-04-18,2023-04-17/2023-04-23
ISS_20250613033818_4102,2023-03-26 06:07:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat seit Monaten kein Wartehäuschen mehr, nachdem das alte vom Sturm beschädigt wurde. Besonders für ältere Bürger ist das Warten bei Regen und Kälte eine Zumutung.",51.8926150997487,14.186198574161333,Byhleguhre-Byhlen,Gemeinde,Brandenburg,45-54,male,citizen,LAND_07_VM,Rheinland-Pfalz - Ministerium für Verkehr,Land,6,6,26,12,2023-03,1,True,False,True,False,2023-03-26,2023-03-20/2023-03-26
ISS_20250613033819_4786,2025-02-07 14:47:00,Umwelt,Die Biotonne in der Gartenstraße wird seit drei Wochen nicht geleert und stinkt entsetzlich. Die Nachbarn beschweren sich schon und es fliegen Wespen und anderes Ungeziefer herum - das ist unhygienisch und unzumutbar für uns alle.,51.3755683406639,12.625424489360151,Machern,Gemeinde,Sachsen,35-44,female,citizen,LAND_05_MW,Nordrhein-Westfalen - Ministerium für Wirtschaft,Land,14,4,7,6,2025-02,1,False,True,False,True,2025-02-07,2025-02-03/2025-02-09
ISS_20250613033819_7334,2024-07-19 14:15:00,Digitalisierung,"Das Online-Portal der Stadtverwaltung ist ständig überlastet und stürzt beim Anmelden ab. Ich versuche seit drei Wochen, meinen Wohnsitz umzumelden, aber die Seite funktioniert einfach nicht richtig. Das ist echt frustrierend in 2024!",50.68805765692016,7.634820564085993,Altenkirchen (Westerwald),Stadt,Rheinland-Pfalz,25-34,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,14,4,19,29,2024-07,3,False,True,False,True,2024-07-19,2024-07-15/2024-07-21
ISS_20250613033819_2383,2023-11-22 03:50:00,Gesundheit,"Die Wartezeit beim Hausarzt in Massenbachhausen ist unmöglich geworden - für einen normalen Termin muss ich drei Wochen warten. Als berufstätige Mutter mit zwei Kindern ist das nicht machbar, besonders wenn die Kleinen krank sind.",49.18090595466603,9.033961262922546,Massenbachhausen,Gemeinde,Baden-Württemberg,35-44,female,migrant_eu,LAND_16_GM,Thüringen - Ministerium für Gesundheit,Land,3,2,22,47,2023-11,4,False,False,False,False,2023-11-22,2023-11-20/2023-11-26
ISS_20250613033819_6924,2024-11-17 18:32:00,Verkehr,Die Bushaltestelle an der Marktstraße hat kein Wartehäuschen und bei Regen stehen die Fahrgäste völlig im Nassen. Besonders für ältere Bürger und Familien mit Kindern ist das unzumutbar - bitte um Aufstellung eines Unterstands.,49.512218195947455,12.542774463399184,Schönsee,Stadt,Bayern,45-54,female,citizen,LAND_11_VM,Berlin - Ministerium für Verkehr,Land,18,6,17,46,2024-11,4,True,False,False,True,2024-11-17,2024-11-11/2024-11-17
ISS_20250613033820_4386,2024-09-04 07:08:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - ständig Fehlermeldungen oder die Seite lädt gar nicht. Als ältere Person bin ich auf diese digitalen Dienste angewiesen, aber so ist das wirklich frustrierend.",52.02576646933069,13.088074599229223,Jüterbog,Stadt,Brandenburg,55-64,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,7,2,4,36,2024-09,3,False,False,True,False,2024-09-04,2024-09-02/2024-09-08
ISS_20250613033820_9633,2023-12-26 09:11:00,Digitalisierung,"Das Online-Portal der Gemeinde ist total veraltet und funktioniert auf dem Handy überhaupt nicht. Ich kann keinen Termin buchen oder Formulare ausfüllen, weil die Seite ständig abstürzt - das ist echt nervig für uns junge Leute!",48.703959944723096,10.4004724221248,Dischingen,Gemeinde,Baden-Württemberg,18-24,diverse,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,9,1,26,52,2023-12,4,False,True,True,False,2023-12-26,2023-12-25/2023-12-31
ISS_20250613033821_9654,2023-10-15 22:12:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Bad Grönenbach beträgt über drei Monate. Als Handwerker mit Rückenproblemen kann ich nicht so lange warten - die Gemeinde sollte sich für mehr Ärzte in der Region einsetzen.,47.873525560389815,10.229897420464845,Bad Grönenbach,Gemeinde,Bayern,45-54,male,citizen,LAND_15_SM,Sachsen-Anhalt - Ministerium für Soziales,Land,22,6,15,41,2023-10,4,True,False,False,False,2023-10-15,2023-10-09/2023-10-15
ISS_20250613033821_5883,2023-03-25 10:55:00,Wirtschaft,"Die Gewerbesteuer für mein kleines IT-Beratungsunternehmen ist im Vergleich zu anderen Städten viel zu hoch. Als EU-Bürger möchte ich hier investieren, aber die hohen Abgaben machen es schwer, konkurrenzfähig zu bleiben und Arbeitsplätze zu schaffen.",53.10476828642836,13.498823277210745,Templin,Stadt,Brandenburg,25-34,diverse,migrant_eu,LAND_13_MW,Mecklenburg-Vorpommern - Ministerium für Wirtschaft,Land,10,5,25,12,2023-03,1,True,True,True,False,2023-03-25,2023-03-20/2023-03-26
ISS_20250613033838_2640,2023-05-01 23:37:00,Bildung,"Die Schulbuslinie nach Hechingen fällt seit drei Wochen immer wieder aus, deshalb muss ich meine Kinder täglich zur Schule fahren. Das kann nicht sein - wir brauchen eine zuverlässige Beförderung für unsere Schulkinder.",48.38569360224408,8.875203554630458,Rangendingen,Gemeinde,Baden-Württemberg,35-44,male,citizen,LAND_12_BM,Brandenburg - Ministerium für Bildung,Land,23,0,1,18,2023-05,2,False,False,False,False,2023-05-01,2023-05-01/2023-05-07
ISS_20250613033900_1149,2023-12-26 14:25:00,Migration,"Die Bearbeitungszeiten im Bürgerbüro sind seit Monaten extrem lang geworden. Für einen einfachen Personalausweis muss man wochenlang auf einen Termin warten, das ist unzumutbar für berufstätige Menschen.",49.03633066198758,12.544595674381398,Wiesenfelden,Gemeinde,Bayern,18-24,female,citizen,LAND_03_SM,Niedersachsen - Ministerium für Soziales,Land,14,1,26,52,2023-12,4,False,True,False,True,2023-12-26,2023-12-25/2023-12-31
